SYMBOL,SYMBOLS,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
PRUDENT,PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ,20-May-22,5,1,INE00F201020,5
PRUDMOULI,PRUDMOULI.NS,Prudential Sugar Corporation Limited,BE,10-May-95,10,1,INE024D01016,10
PSB,PSB.NS,Punjab & Sind Bank,EQ,30-Dec-10,10,1,INE608A01012,10
PSPPROJECT,PSPPROJECT.NS,PSP Projects Limited,EQ,29-May-17,10,1,INE488V01015,10
PTC,PTC.NS,PTC India Limited,EQ,7-Apr-04,10,1,INE877F01012,10
PTCIL,PTCIL.NS,PTC Industries Limited,BE,9-Jun-23,10,1,INE596F01018,10
PTL,PTL.NS,PTL Enterprises Limited,EQ,29-Jan-07,1,1,INE034D01049,1
PUNJABCHEM,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ,8-Mar-07,10,1,INE277B01014,10
PURVA,PURVA.NS,Puravankara Limited,BE,30-Aug-07,5,1,INE323I01011,5
PVP,PVP.NS,PVP Ventures Limited,BE,3-Apr-96,10,1,INE362A01016,10
PVRINOX,PVRINOX.NS,PVR INOX Limited,EQ,4-Jan-06,10,1,INE191H01014,10
PVSL,PVSL.NS,Popular Vehicles and Services Limited,EQ,19-Mar-24,2,1,INE772T01024,2
PYRAMID,PYRAMID.NS,Pyramid Technoplast Limited,EQ,29-Aug-23,10,1,INE0MIS01010,10
QUESS,QUESS.NS,Quess Corp Limited,EQ,12-Jul-16,10,1,INE615P01015,10
QUICKHEAL,QUICKHEAL.NS,Quick Heal Technologies Limited,EQ,18-Feb-16,10,1,INE306L01010,10
RACE,RACE.NS,Race Eco Chain Limited,EQ,9-May-23,10,1,INE084Q01012,10
RADAAN,RADAAN.NS,Radaan Mediaworks India Limited,EQ,27-Feb-03,2,1,INE874F01027,2
RADHIKAJWE,RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ,18-Jul-22,2,1,INE583V01021,2
RADIANTCMS,RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ,4-Jan-23,1,1,INE855R01021,1
RADICO,RADICO.NS,Radico Khaitan Limited,EQ,18-Jun-03,2,1,INE944F01028,2
RADIOCITY,RADIOCITY.NS,Music Broadcast Limited,EQ,17-Mar-17,2,1,INE919I01024,2
RAILTEL,RAILTEL.NS,Railtel Corporation Of India Limited,EQ,26-Feb-21,10,1,INE0DD101019,10
RAIN,RAIN.NS,Rain Industries Limited,EQ,3-Mar-08,2,1,INE855B01025,2
RAINBOW,RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ,10-May-22,10,1,INE961O01016,10
RAJESHEXPO,RAJESHEXPO.NS,Rajesh Exports Limited,EQ,9-Feb-00,1,1,INE343B01030,1
RAJMET,RAJMET.NS,Rajnandini Metal Limited,EQ,16-Feb-21,1,1,INE00KV01022,1
RAJRATAN,RAJRATAN.NS,Rajratan Global Wire Limited,EQ,22-May-20,2,1,INE451D01029,2
RAJRILTD,RAJRILTD.NS,Raj Rayon Industries Limited,BE,16-Mar-22,1,1,INE533D01032,1
RAJSREESUG,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ,29-Mar-95,10,1,INE562B01019,10
RAJTV,RAJTV.NS,Raj Television Network Limited,BE,16-Mar-07,5,1,INE952H01027,5
RALLIS,RALLIS.NS,Rallis India Limited,EQ,1-Apr-99,1,1,INE613A01020,1
RAMANEWS,RAMANEWS.NS,Shree Rama Newsprint Limited,EQ,20-Sep-06,10,1,INE278B01020,10
RAMAPHO,RAMAPHO.NS,Rama Phosphates Limited,EQ,5-Aug-22,10,1,INE809A01024,10
RAMASTEEL,RAMASTEEL.NS,Rama Steel Tubes Limited,EQ,19-Aug-15,1,1,INE230R01035,1
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Limited,EQ,9-Apr-97,1,1,INE331A01037,1
RAMCOIND,RAMCOIND.NS,Ramco Industries Limited,EQ,6-Nov-96,1,1,INE614A01028,1
RAMCOSYS,RAMCOSYS.NS,Ramco Systems Limited,EQ,12-Apr-00,10,1,INE246B01019,10
RAMKY,RAMKY.NS,Ramky Infrastructure Limited,EQ,8-Oct-10,10,1,INE874I01013,10
RAMRAT,RAMRAT.NS,Ram Ratna Wires Limited,EQ,29-Jul-22,5,1,INE207E01023,5
RANASUG,RANASUG.NS,Rana Sugars Limited,EQ,24-Feb-05,10,1,INE625B01014,10
RANEENGINE,RANEENGINE.NS,Rane Engine Valve Limited,BE,24-Jun-08,10,1,INE222J01013,10
RANEHOLDIN,RANEHOLDIN.NS,Rane Holdings Limited,EQ,24-Sep-97,10,1,INE384A01010,10
RATEGAIN,RATEGAIN.NS,Rategain Travel Technologies Limited,EQ,17-Dec-21,1,1,INE0CLI01024,1
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ,9-May-06,2,1,INE703B01027,2
RATNAVEER,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,BE,11-Sep-23,10,1,INE05CZ01011,10
RAYMOND,RAYMOND.NS,Raymond Limited,EQ,18-Oct-95,10,1,INE301A01014,10
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Limited,EQ,5-Sep-24,2,1,INE02ID01020,2
RBA,RBA.NS,Restaurant Brands Asia Limited,EQ,14-Dec-20,10,1,INE07T201019,10
RBL,RBL.NS,Rane Brake Lining Limited,BE,20-Jun-08,10,1,INE244J01017,10
RBLBANK,RBLBANK.NS,RBL Bank Limited,EQ,31-Aug-16,10,1,INE976G01028,10
RBZJEWEL,RBZJEWEL.NS,RBZ Jewellers Limited,BE,27-Dec-23,10,1,INE0PEQ01016,10
RCF,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ,7-Jan-98,10,1,INE027A01015,10
RECLTD,RECLTD.NS,REC Limited,EQ,12-Mar-08,10,1,INE020B01018,10
REDINGTON,REDINGTON.NS,Redington Limited,EQ,15-Feb-07,2,1,INE891D01026,2
REDTAPE,REDTAPE.NS,Redtape Limited,EQ,11-Aug-23,2,1,INE0LXT01019,2
REFEX,REFEX.NS,Refex Industries Limited,EQ,3-Dec-09,2,1,INE056I01025,2
REGENCERAM,REGENCERAM.NS,Regency Ceramics Limited,BE,5-Jun-96,10,1,INE277C01012,10
RELAXO,RELAXO.NS,Relaxo Footwears Limited,EQ,17-Jun-11,1,1,INE131B01039,1
RELCHEMQ,RELCHEMQ.NS,Reliance Chemotex Industries Limited,EQ,25-May-22,10,1,INE750D01016,10
RELIABLE,RELIABLE.NS,Reliable Data Services Limited,BE,10-Jul-24,10,1,INE375Y01018,10
RELIANCE,RELIANCE.NS,Reliance Industries Limited,EQ,29-Nov-95,10,1,INE002A01018,10
RELIGARE,RELIGARE.NS,Religare Enterprises Limited,EQ,21-Nov-07,10,1,INE621H01010,10
RELINFRA,RELINFRA.NS,Reliance Infrastructure Limited,EQ,8-Feb-95,10,1,INE036A01016,10
RELTD,RELTD.NS,Ravindra Energy Limited,EQ,30-Jul-24,10,1,INE206N01018,10
REMSONSIND,REMSONSIND.NS,Remsons Industries Limited,EQ,31-Jan-96,2,1,INE474C01023,2
RENUKA,RENUKA.NS,Shree Renuka Sugars Limited,EQ,31-Oct-05,1,1,INE087H01022,1
REPCOHOME,REPCOHOME.NS,Repco Home Finance Limited,EQ,1-Apr-13,10,1,INE612J01015,10
REPL,REPL.NS,Rudrabhishek Enterprises Limited,EQ,14-Dec-20,10,1,INE364Z01019,10
REPRO,REPRO.NS,Repro India Limited,EQ,22-Dec-05,10,1,INE461B01014,10
RESPONIND,RESPONIND.NS,Responsive Industries Limited,EQ,29-Oct-10,1,1,INE688D01026,1
RETAIL,RETAIL.NS,JHS Svendgaard Retail Ventures Limited,BE,26-Jun-24,10,1,INE03DD01011,10
REVATHIEQU,REVATHIEQU.NS,Revathi Equipment India Limited,BE,11-Sep-24,10,1,INE0DAB01012,10
RGL,RGL.NS,Renaissance Global Limited,EQ,12-Dec-07,2,1,INE722H01024,2
RHFL,RHFL.NS,Reliance Home Finance Limited,EQ,22-Sep-17,10,1,INE217K01011,10
RHIM,RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ,12-Mar-12,1,1,INE743M01012,1
RHL,RHL.NS,Robust Hotels Limited,BE,25-Apr-23,10,1,INE508K01013,10
RICOAUTO,RICOAUTO.NS,Rico Auto Industries Limited,EQ,12-May-03,1,1,INE209B01025,1
RIIL,RIIL.NS,Reliance Industrial Infrastructure Limited,EQ,29-Nov-95,10,1,INE046A01015,10
RISHABH,RISHABH.NS,Rishabh Instruments Limited,EQ,11-Sep-23,10,1,INE0N2P01017,10
RITCO,RITCO.NS,Ritco Logistics Limited,EQ,12-Apr-22,10,1,INE01EG01016,10
RITES,RITES.NS,RITES Limited,EQ,2-Jul-18,10,1,INE320J01015,10
RKDL,RKDL.NS,Ravi Kumar Distilleries Limited,BE,27-Dec-10,10,1,INE722J01012,10
RKEC,RKEC.NS,RKEC Projects Limited,BE,18-Dec-20,10,1,INE786W01010,10
RKFORGE,RKFORGE.NS,Ramkrishna Forgings Limited,EQ,5-May-04,2,1,INE399G01023,2
RKSWAMY,RKSWAMY.NS,R K Swamy Limited,EQ,12-Mar-24,5,1,INE0NQ801033,5
RML,RML.NS,Rane (Madras) Limited,EQ,30-Aug-05,10,1,INE050H01012,10
ROHLTD,ROHLTD.NS,Royal Orchid Hotels Limited,EQ,6-Feb-06,10,1,INE283H01019,10
ROLEXRINGS,ROLEXRINGS.NS,Rolex Rings Limited,EQ,9-Aug-21,10,1,INE645S01016,10
ROLLT,ROLLT.NS,Rollatainers Limited,BE,22-Nov-16,1,1,INE927A01040,1
ROML,ROML.NS,Raj Oil Mills Limited,EQ,6-Oct-20,10,1,INE294G01026,10
ROSSARI,ROSSARI.NS,Rossari Biotech Limited,EQ,23-Jul-20,2,1,INE02A801020,2
ROSSELLIND,ROSSELLIND.NS,Rossell India Limited,BE,25-Sep-12,2,1,INE847C01020,2
ROTO,ROTO.NS,Roto Pumps Limited,EQ,21-Apr-22,2,1,INE535D01029,2
ROUTE,ROUTE.NS,ROUTE MOBILE LIMITED,EQ,21-Sep-20,10,1,INE450U01017,10
RPEL,RPEL.NS,Raghav Productivity Enhancers Limited,EQ,8-Aug-24,10,1,INE912T01018,10
RPGLIFE,RPGLIFE.NS,RPG Life Sciences Limited,EQ,10-Jun-08,8,1,INE105J01010,8
RPOWER,RPOWER.NS,Reliance Power Limited,EQ,11-Feb-08,10,1,INE614G01033,10
RPPINFRA,RPPINFRA.NS,R.P.P. Infra Projects Limited,BE,6-Dec-10,10,1,INE324L01013,10
RPPL,RPPL.NS,Rajshree Polypack Limited,EQ,26-Nov-21,5,1,INE760W01023,5
RPSGVENT,RPSGVENT.NS,RPSG VENTURES LIMITED,EQ,25-Jan-19,10,1,INE425Y01011,10
RPTECH,RPTECH.NS,Rashi Peripherals Limited,EQ,14-Feb-24,5,1,INE0J1F01024,5
RRKABEL,RRKABEL.NS,R R Kabel Limited,EQ,20-Sep-23,5,1,INE777K01022,5
RSSOFTWARE,RSSOFTWARE.NS,R. S. Software (India) Limited,BE,19-May-99,5,1,INE165B01029,5
RSWM,RSWM.NS,RSWM Limited,EQ,15-Feb-95,10,1,INE611A01016,10
RSYSTEMS,RSYSTEMS.NS,R Systems International Limited,EQ,26-Apr-06,1,1,INE411H01032,1
RTNINDIA,RTNINDIA.NS,RattanIndia Enterprises Limited,EQ,30-Jul-12,2,1,INE834M01019,2
RTNPOWER,RTNPOWER.NS,RattanIndia Power Limited,EQ,30-Oct-09,10,1,INE399K01017,10
RUBFILA,RUBFILA.NS,Rubfila International Limited,EQ,8-Aug-24,5,1,INE642C01025,5
RUBYMILLS,RUBYMILLS.NS,The Ruby Mills Limited,EQ,29-Mar-95,5,1,INE301D01026,5
RUCHINFRA,RUCHINFRA.NS,Ruchi Infrastructure Limited,BE,16-Oct-96,1,1,INE413B01023,1
RUCHIRA,RUCHIRA.NS,Ruchira Papers Limited,EQ,20-Dec-06,10,1,INE803H01014,10
RUPA,RUPA.NS,Rupa & Company Limited,EQ,7-Dec-11,1,1,INE895B01021,1
RUSHIL,RUSHIL.NS,Rushil Decor Limited,EQ,7-Jul-11,1,1,INE573K01025,1
RUSTOMJEE,RUSTOMJEE.NS,Keystone Realtors Limited,EQ,24-Nov-22,10,1,INE263M01029,10
RVHL,RVHL.NS,Ravinder Heights Limited,BE,18-Dec-20,1,1,INE09E501017,1
RVNL,RVNL.NS,Rail Vikas Nigam Limited,EQ,11-Apr-19,10,1,INE415G01027,10
S&SPOWER,S&SPOWER.NS,S&S Power Switchgears Limited,BE,27-Sep-95,10,1,INE902B01017,10
SABEVENTS,SABEVENTS.NS,Sab Events & Governance Now Media Limited,BE,15-Sep-16,10,1,INE860T01019,10
SABTNL,SABTNL.NS,Sri Adhikari Brothers Television Network Limited,BE,1-Apr-24,10,1,INE416A01044,10
SADBHAV,SADBHAV.NS,Sadbhav Engineering Limited,EQ,1-Mar-06,1,1,INE226H01026,1
SADBHIN,SADBHIN.NS,Sadbhav Infrastructure Project Limited,BE,16-Sep-15,10,1,INE764L01010,10
SADHNAN-RE,SADHNAN-RE.NS,Sadhana Nitrochem Ltd-RE,BE,20-Sep-24,1,1,INE888C20016,1
SADHNANIQ,SADHNANIQ.NS,Sadhana Nitrochem Limited,EQ,5-May-23,1,1,INE888C01040,1
SAFARI,SAFARI.NS,Safari Industries (India) Limited,EQ,12-Sep-19,2,1,INE429E01023,2
SAGARDEEP,SAGARDEEP.NS,Sagardeep Alloys Limited,BE,25-Jan-19,10,1,INE976T01013,10
SAGCEM,SAGCEM.NS,Sagar Cements Limited,EQ,29-Jan-07,2,1,INE229C01021,2
SAH,SAH.NS,Sah Polymers Limited,EQ,12-Jan-23,10,1,INE035801013,10
SAHYADRI,SAHYADRI.NS,Sahyadri Industries Limited,EQ,6-Apr-23,10,1,INE280H01015,10
SAIL,SAIL.NS,Steel Authority of India Limited,EQ,6-Jul-95,10,1,INE114A01011,10
SAKAR,SAKAR.NS,Sakar Healthcare Limited,EQ,11-Apr-19,10,1,INE732S01012,10
SAKHTISUG,SAKHTISUG.NS,Sakthi Sugars Limited,EQ,6-Sep-95,10,1,INE623A01011,10
SAKSOFT,SAKSOFT.NS,Saksoft Limited,EQ,9-May-05,1,1,INE667G01023,1
SAKUMA,SAKUMA.NS,Sakuma Exports Limited,BE,8-Mar-06,1,1,INE190H01024,1
SALASAR,SALASAR.NS,Salasar Techno Engineering Limited,EQ,25-Jul-17,1,1,INE170V01027,1
SALONA,SALONA.NS,Salona Cotspin Limited,EQ,16-Jun-16,10,1,INE498E01010,10
SALSTEEL,SALSTEEL.NS,S.A.L. Steel Limited,EQ,24-Nov-04,10,1,INE658G01014,10
SALZERELEC,SALZERELEC.NS,Salzer Electronics Limited,EQ,2-Dec-15,10,1,INE457F01013,10
SAMBHAAV,SAMBHAAV.NS,Sambhaav Media Limited,EQ,5-Jun-96,1,1,INE699B01027,1
SAMHI,SAMHI.NS,Samhi Hotels Limited,EQ,22-Sep-23,1,1,INE08U801020,1
SAMMAANCAP,SAMMAANCAP.NS,Sammaan Capital Limited,EQ,23-Jul-13,2,1,INE148I01020,2
SAMPANN,SAMPANN.NS,Sampann Utpadan India Limited,BE,27-Jul-12,10,1,INE735M01018,10
SANCO,SANCO.NS,Sanco Industries Limited,BZ,22-Nov-16,10,1,INE782L01012,10
SANDESH,SANDESH.NS,The Sandesh Limited,EQ,26-Nov-02,10,1,INE583B01015,10
SANDHAR,SANDHAR.NS,Sandhar Technologies Limited,EQ,2-Apr-18,10,1,INE278H01035,10
SANDUMA,SANDUMA.NS,Sandur Manganese & Iron Ores Limited,EQ,7-Sep-23,10,1,INE149K01016,10
SANGAMIND,SANGAMIND.NS,Sangam (India) Limited,EQ,17-Jul-96,10,1,INE495C01010,10
SANGHIIND,SANGHIIND.NS,Sanghi Industries Limited,EQ,10-May-95,10,1,INE999B01013,10
SANGHVIMOV,SANGHVIMOV.NS,Sanghvi Movers Limited,EQ,24-Jan-07,2,1,INE989A01024,2
SANGINITA,SANGINITA.NS,Sanginita Chemicals Limited,EQ,15-Jul-19,10,1,INE753W01010,10
SANOFI,SANOFI.NS,Sanofi India Limited,EQ,19-May-03,10,1,INE058A01010,10
SANOFICONR,SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,BE,13-Sep-24,10,1,INE0UOS01011,10
SANSERA,SANSERA.NS,Sansera Engineering Limited,EQ,24-Sep-21,2,1,INE953O01021,2
SANSTAR,SANSTAR.NS,Sanstar Limited,EQ,26-Jul-24,2,1,INE08NE01025,2
SANWARIA,SANWARIA.NS,Sanwaria Consumer Limited,BZ,27-Mar-06,1,1,INE890C01046,1
SAPPHIRE,SAPPHIRE.NS,Sapphire Foods India Limited,EQ,18-Nov-21,2,1,INE806T01020,2
SARDAEN,SARDAEN.NS,Sarda Energy & Minerals Limited,EQ,3-Dec-09,1,1,INE385C01021,1
SAREGAMA,SAREGAMA.NS,Saregama India Limited,EQ,30-Jul-97,1,1,INE979A01025,1
SARLAPOLY,SARLAPOLY.NS,Sarla Performance Fibers Limited,BE,19-Jan-07,1,1,INE453D01025,1
SARVESHWAR,SARVESHWAR.NS,Sarveshwar Foods Limited,EQ,8-Dec-22,1,1,INE324X01026,1
SASKEN,SASKEN.NS,Sasken Technologies Limited,EQ,9-Sep-05,10,1,INE231F01020,10
SASTASUNDR,SASTASUNDR.NS,Sastasundar Ventures Limited,EQ,5-Oct-10,10,1,INE019J01013,10
SATIA,SATIA.NS,Satia Industries Limited,EQ,17-Jul-19,1,1,INE170E01023,1
SATIN,SATIN.NS,Satin Creditcare Network Limited,EQ,26-Aug-15,10,1,INE836B01017,10
SATINDLTD,SATINDLTD.NS,Sat Industries Limited,EQ,21-Nov-22,2,1,INE065D01027,2
SAURASHCEM,SAURASHCEM.NS,Saurashtra Cement Limited,EQ,27-Feb-24,10,1,INE626A01014,10
SBC,SBC.NS,SBC Exports Limited,EQ,23-Nov-21,1,1,INE04AK01028,1
SBCL,SBCL.NS,Shivalik Bimetal Controls Limited,EQ,24-Jun-21,2,1,INE386D01027,2
SBFC,SBFC.NS,SBFC Finance Limited,EQ,16-Aug-23,10,1,INE423Y01016,10
SBGLP,SBGLP.NS,Suratwwala Business Group Limited,EQ,10-Feb-23,1,1,INE05ST01028,1
SBICARD,SBICARD.NS,SBI Cards and Payment Services Limited,EQ,16-Mar-20,10,1,INE018E01016,10
SBILIFE,SBILIFE.NS,SBI Life Insurance Company Limited,EQ,3-Oct-17,10,1,INE123W01016,10
SBIN,SBIN.NS,State Bank of India,EQ,1-Mar-95,1,1,INE062A01020,1
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Limited,EQ,29-Nov-00,2,1,INE513A01022,2
SCHAND,SCHAND.NS,S Chand And Company Limited,EQ,9-May-17,5,1,INE807K01035,5
SCHNEIDER,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,EQ,20-Mar-12,2,1,INE839M01018,2
SCI,SCI.NS,Shipping Corporation Of India Limited,EQ,13-Aug-97,10,1,INE109A01011,10
SCILAL,SCILAL.NS,Shipping Corporation of India Land and Assets Limited,EQ,19-Mar-24,10,1,INE0PB301013,10
SCPL,SCPL.NS,Sheetal Cool Products Limited,EQ,22-Nov-22,10,1,INE501Y01019,10
SDBL,SDBL.NS,Som Distilleries & Breweries Limited,EQ,18-Mar-14,2,1,INE480C01038,2
SEAMECLTD,SEAMECLTD.NS,Seamec Limited,EQ,28-Jun-95,10,1,INE497B01018,10
SECMARK,SECMARK.NS,SecMark Consultancy Limited,EQ,16-Oct-23,10,1,INE0BTM01013,10
SECURCRED,SECURCRED.NS,SecUR Credentials Limited,BE,17-Oct-22,10,1,INE195Y01010,10
SECURKLOUD,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-Jan-14,5,1,INE650K01021,5
SEJALLTD,SEJALLTD.NS,Sejal Glass Limited,BE,13-Dec-21,10,1,INE955I01044,10
SELAN,SELAN.NS,Selan Exploration Technology Limited,EQ,26-Sep-06,10,1,INE818A01017,10
SELMC,SELMC.NS,SEL Manufacturing Company Limited,BE,26-Oct-21,10,1,INE105I01020,10
SEMAC,SEMAC.NS,SEMAC CONSULTANTS LIMITED,BE,11-Aug-05,10,1,INE617A01013,10
SENCO,SENCO.NS,Senco Gold Limited,EQ,14-Jul-23,10,1,INE602W01019,10
SEPC,SEPC.NS,SEPC Limited,EQ,20-Feb-08,10,1,INE964H01014,10
SEQUENT,SEQUENT.NS,Sequent Scientific Limited,EQ,10-Mar-16,2,1,INE807F01027,2
SERVOTECH,SERVOTECH.NS,Servotech Power Systems Limited,EQ,2-Sep-21,1,1,INE782X01033,1
SESHAPAPER,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,EQ,29-Mar-95,2,1,INE630A01024,2
SETCO,SETCO.NS,Setco Automotive Limited,BE,1-Jul-16,2,1,INE878E01021,2
SETUINFRA,SETUINFRA.NS,Setubandhan Infrastructure Limited,BZ,4-Oct-11,1,1,INE023M01027,1
SFL,SFL.NS,Sheela Foam Limited,EQ,9-Dec-16,5,1,INE916U01025,5
SGIL,SGIL.NS,Synergy Green Industries Limited,EQ,28-Jul-21,10,1,INE00QT01015,10
SGIL-RE,SGIL-RE.NS,Synergy Green Ind Ltd-RE,BE,23-Sep-24,10,1,INE00QT20015,10
SGL,SGL.NS,STL Global Limited,BE,10-Apr-06,10,1,INE353H01010,10
SHAH,SHAH.NS,Shah Metacorp Limited,BE,27-Oct-10,1,1,INE482J01021,1
SHAHALLOYS,SHAHALLOYS.NS,Shah Alloys Limited,EQ,16-Jun-05,10,1,INE640C01011,10
SHAILY,SHAILY.NS,Shaily Engineering Plastics Limited,EQ,4-Apr-22,2,1,INE151G01028,2
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,BE,29-Jan-15,10,1,INE908D01010,10
SHALBY,SHALBY.NS,Shalby Limited,EQ,15-Dec-17,10,1,INE597J01018,10
SHALPAINTS,SHALPAINTS.NS,Shalimar Paints Limited,EQ,3-Mar-08,2,1,INE849C01026,2
SHANKARA,SHANKARA.NS,Shankara Building Products Limited,EQ,5-Apr-17,10,1,INE274V01019,10
SHANTI,SHANTI.NS,Shanti Overseas (India) Limited,EQ,16-Sep-21,10,1,INE933X01016,10
SHANTIGEAR,SHANTIGEAR.NS,Shanthi Gears Limited,EQ,17-Jan-96,1,1,INE631A01022,1
SHARDACROP,SHARDACROP.NS,Sharda Cropchem Limited,EQ,23-Sep-14,10,1,INE221J01015,10
SHARDAMOTR,SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ,3-Sep-15,2,1,INE597I01028,2
SHAREINDIA,SHAREINDIA.NS,Share India Securities Limited,EQ,21-Sep-20,2,1,INE932X01026,2
SHEKHAWATI,SHEKHAWATI.NS,Shekhawati Industries Limited,BE,12-Jan-11,10,1,INE268L01046,10
SHEMAROO,SHEMAROO.NS,Shemaroo Entertainment Limited,EQ,1-Oct-14,10,1,INE363M01019,10
SHILPAMED,SHILPAMED.NS,Shilpa Medicare Limited,EQ,3-Dec-09,1,1,INE790G01031,1
SHIVALIK,SHIVALIK.NS,Shivalik Rasayan Limited,EQ,9-Dec-21,5,1,INE788J01021,5
SHIVAMAUTO,SHIVAMAUTO.NS,Shivam Autotech Limited,BE,21-Nov-06,2,1,INE637H01024,2
SHIVAMILLS,SHIVAMILLS.NS,Shiva Mills Limited,EQ,26-Feb-18,10,1,INE644Y01017,10
SHIVATEX,SHIVATEX.NS,Shiva Texyarn Limited,EQ,26-Dec-17,10,1,INE705C01020,10
SHK,SHK.NS,S H Kelkar and Company Limited,EQ,16-Nov-15,10,1,INE500L01026,10
SHOPERSTOP,SHOPERSTOP.NS,Shoppers Stop Limited,EQ,23-May-05,5,1,INE498B01024,5
SHRADHA,SHRADHA.NS,Shradha Infraprojects Limited,BE,22-Oct-20,5,1,INE715Y01023,5
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,10,1,INE232A01011,10
SHREECEM,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,26-Apr-95,10,1,INE070A01015,10
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,BE,10-Sep-15,10,1,INE712K01011,10
SHREERAMA,SHREERAMA.NS,Shree Rama Multi-Tech Limited,BE,13-Mar-00,5,1,INE879A01019,5
SHRENIK,SHRENIK.NS,Shrenik Limited,BE,2-Aug-19,1,1,INE632X01030,1
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,EQ,6-Nov-96,10,1,INE231C01019,10
SHREYAS,SHREYAS.NS,Shreyas Shipping & Logistics Limited,EQ,1-Mar-95,10,1,INE757B01015,10
SHRIPISTON,SHRIPISTON.NS,Shriram Pistons & Rings Limited,EQ,2-Jun-16,10,1,INE526E01018,10
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,11-Dec-96,10,1,INE721A01013,10
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,20-Dec-21,10,1,INE217L01019,10
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,EQ,28-Jul-15,1,1,INE979R01011,1
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,24-Jun-21,10,1,INE810G01011,10
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,BE,6-Nov-06,10,1,INE635A01023,10
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,6-Sep-95,2,1,INE003A01024,2
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,15-Nov-21,1,1,INE0D0K01022,1
SIGIND,SIGIND.NS,Signet Industries Limited,EQ,29-Aug-18,10,1,INE529F01035,10
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,9-Jun-23,10,1,INE0A0S01010,10
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,27-Sep-23,1,1,INE903U01023,1
SIGNPOST,SIGNPOST.NS,Signpost India Limited,EQ,14-Feb-24,2,1,INE0KGZ01021,2
SIKKO,SIKKO.NS,Sikko Industries Limited,BE,22-Oct-21,10,1,INE112X01017,10
SIL,SIL.NS,Standard Industries Limited,BE,27-Jan-04,5,1,INE173A01025,5
SILGO,SILGO.NS,Silgo Retail Limited,EQ,3-Mar-21,10,1,INE01II01013,10
SILINV,SILINV.NS,SIL Investments Limited,EQ,22-May-96,10,1,INE923A01015,10
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,BE,8-Jul-20,10,1,INE203Y01012,10
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,12-May-22,10,1,INE625X01018,10
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,BE,14-Mar-16,10,1,INE748T01016,10
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,BE,9-Mar-04,2,1,INE059B01024,2
SINCLAIR,SINCLAIR.NS,Sinclairs Hotels Limited,EQ,10-Apr-24,2,1,INE985A01022,2
SINDHUTRAD,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,20-Jun-23,1,1,INE325D01025,1
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,7-Oct-20,10,1,INE129Z01016,10
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,22-Jul-19,10,1,INE792Z01011,10
SIS,SIS.NS,SIS LIMITED,EQ,10-Aug-17,5,1,INE285J01028,5
SITINET,SITINET.NS,Siti Networks Limited,BE,10-Jan-07,1,1,INE965H01011,1
